,Price,Year of Production,Case Material,Brace Material,Condition
59259,"$13,445",1990,Steel,Steel,Very good
59260,"$19,036",2021,Steel,Steel,New
59261,"$19,036",2021,Steel,Steel,New
59262,"$10,229",2019,Steel,Steel,Very good
59263,"$10,229",2023,Steel,Steel,Very good
59264,"$10,241",2022,Steel,Steel,Unworn
59265,"$18,378",2023,Steel,Steel,New
59266,"$22,586",2022,Gold/Steel,Gold/Steel,New
59267,"$27,682",2011,Steel,Steel,New
59268,"$52,934",2021,Rose gold,Rose gold,New
59269,"$8,252",2011 ,Steel,Steel,Very good
59270,"$5,204",1976,Steel,Steel,Very good
59271,"$11,807",2021,Steel,Steel,Very good
59272,"$12,653",1966 ,Steel,Steel,Good
59273,"$8,250",2007,Steel,Steel,Good
59274,"$12,089",1997,Steel,Steel,Very good
59275,"$350,256",1965,Steel,Steel,Very good
59276,"$57,999",2023,Yellow gold,Yellow gold,New
59277,"$24,999",2023,Steel,Steel,New
59278,"$22,499",2023,Steel,Steel,New
59279,"$6,950",2000,Gold/Steel,Gold/Steel,Very good
59280,"$6,950",1989,Gold/Steel,Gold/Steel,Very good
59281,"$7,000",2017,Steel,Steel,Very good
59282,"$10,960",1991,Steel,Steel,Very good
59283,"$22,134",2009 ,Gold/Steel,Gold/Steel,Very good
59284,"$22,134",2011 ,Gold/Steel,Gold/Steel,Very good
59285,"$22,134",2010 ,Gold/Steel,Gold/Steel,Very good
59286,"$21,354",2022,Steel,Steel,New
59287,"$4,960",2003,Steel,Steel,Very good
59288,"$9,942",2004,Steel,Steel,Very good
59289,"$9,942",2003,Steel,Steel,Very good
59290,"$9,942",2007,Steel,Steel,Very good
59291,"$11,073",2011,Steel,Steel,Very good
59292,"$6,000",1983,Steel,Steel,Very good
59293,"$6,288",1933 ,Steel,Leather,Good
59294,"$6,297",1985,Gold/Steel,Gold/Steel,Good
59295,"$14,999",2023,Steel,Steel,New
59296,"$10,733",2020,Steel,Steel,Very good
59297,"$15,470",2022,Steel,Steel,Unworn
59298,Price on request,2021,Steel,Steel,Very good
59299,"$6,666",2007,Steel,Steel,Very good
59300,"$10,200",2010 ,Steel,Gold/Steel,Very good
59301,"$21,456",2018 ,Gold/Steel,Gold/Steel,Very good
59302,"$4,800",2005 ,Gold/Steel,Gold/Steel,Very good
59303,"$8,845",2022,Steel,Steel,Unworn
59304,"$4,900",2008,Steel,Steel,Very good
59305,"$7,569",2002,Steel,Steel,Very good
59306,"$5,000",1978,Steel,Steel,Very good
59307,"$20,901",2018,Gold/Steel,Gold/Steel,Very good
59308,"$20,901",2020,Gold/Steel,Gold/Steel,Very good
59309,"$5,025",1996 ,Steel,Steel,Very good
59310,"$17,000",2022,Gold/Steel,Gold/Steel,Very good
59311,"$20,902",1986,Steel,Steel,Good
59312,"$8,869",2021,Steel,Steel,Unworn
59313,"$5,270",1981 ,Gold/Steel,Gold/Steel,Very good
59314,"$49,500",2019,Rose gold,Rose gold,Very good
59315,"$55,000",2022,Rose gold,Rose gold,New
59316,"$6,552",1999,Steel,Steel,Very good
59317,"$6,552",1997,Steel,Steel,Very good
59318,"$18,970",2017 ,Gold/Steel,Gold/Steel,Very good
59319,"$19,249",2023,Steel,Steel,New
59320,"$8,473",1959 ,Yellow gold,Leather,Very good
59321,"$4,294",1988,Gold/Steel,Gold/Steel,Very good
59322,"$58,000",2016,Yellow gold,Yellow gold,Good
59323,"$46,500",2018,Yellow gold,Yellow gold,Good
59324,"$31,500",2021,Gold/Steel,Gold/Steel,New
59325,"$19,083",2021 ,Steel,Gold/Steel,Very good
59326,"$19,083",2017 ,Gold/Steel,Gold/Steel,Very good
59327,"$19,083",2022 ,Steel,Steel,Very good
59328,"$19,083",2018 ,Gold/Steel,Gold/Steel,Very good
59329,"$19,083",2020 ,Steel,Steel,Very good
59330,"$19,083",2021 ,Gold/Steel,Gold/Steel,Very good
59331,"$8,586",1999,Steel,Steel,Very good
59332,"$5,761",1998,Steel,Steel,Very good
59333,"$5,761",1972,Gold/Steel,Steel,Very good
59334,"$44,895",1990 ,Yellow gold,Yellow gold,Very good
59335,"$48,985",1990 ,Yellow gold,Yellow gold,Very good
59336,"$45,227",1990 ,Yellow gold,Yellow gold,Very good
59337,"$33,999",2023,Rose gold,Rubber,New
59338,"$23,275",2022,Steel,Gold/Steel,New
59339,"$45,892",2022,Rose gold,Rose gold,New
59340,"$36,455",1990 ,Yellow gold,Yellow gold,Very good
59341,"$46,455",1990 ,Yellow gold,Yellow gold,Very good
59342,"$50,899",2022,Rose gold,Rose gold,Very good
59343,"$48,985",1990 ,Yellow gold,Yellow gold,Very good
59344,"$54,895",1970 ,Yellow gold,Steel,Good
59345,"$18,066",2022 ,Steel,Steel,Very good
59346,"$17,785",2020,Steel,Steel,Very good
59347,"$2,400",1978,Steel,Steel,Fair
59348,"$15,762",2023,Steel,Steel,New
59349,"$14,750",2022,Steel,Steel,Unworn
59350,"$41,805",2016,Rose gold,Rose gold,Very good
59351,"$39,432",2007,Yellow gold,Yellow gold,Very good
59352,"$4,950",1993,Steel,Steel,Very good
59353,"$17,276",2022 ,Steel,Gold/Steel,Very good
59354,"$17,276",2022 ,Steel,Steel,Very good
59355,"$5,083",2001,Steel,Steel,Very good
59356,"$5,083",1999,Steel,Steel,Very good
59357,"$5,083",1997,Steel,Steel,Very good
59358,"$17,389",2022 ,Steel,Steel,Very good
59359,"$17,389",2022 ,Steel,Steel,Very good
59360,"$31,070",2022,Gold/Steel,Gold/Steel,Very good
59361,"$39,544",2023 ,Steel,Steel,Unworn
59362,"$25,421",2022 ,Steel,Steel,Unworn
59363,"$112,985",2022,Yellow gold,Yellow gold,Unworn
59364,"$23,161",2021,Steel,Steel,Very good
59365,"$73,440",2021 ,White gold,White gold,Very good
59366,"$38,414",2022,Steel,Steel,Very good
59367,"$13,500",2021,Steel,Steel,Very good
59368,"$16,259",2021 ,Steel,Steel,Very good
59369,"$16,259",2018 ,Steel,Steel,Very good
59370,"$10,903",2023,Steel,Steel,Unworn
59371,"$16,372",2020 ,Steel,Gold/Steel,Very good
59372,"$16,485",2020 ,Steel,Steel,Very good
59373,"$16,485",2020 ,Steel,Steel,Very good
59374,"$16,485",2022 ,Steel,Steel,Very good
59375,"$16,485",2020 ,Steel,Steel,Very good
59376,"$17,512",1993,Gold/Steel,Gold/Steel,Good
59377,"$20,000",1972,Steel,Steel,Very good
59378,"$16,711",2015 ,Gold/Steel,Gold/Steel,Very good
59379,"$20,799",1990 ,Yellow gold,Yellow gold,Very good
59380,"$20,799",1995 ,Yellow gold,Yellow gold,Very good
59381,"$13,897",2022,Steel,Steel,New
59382,"$22,597",2009,Steel,Steel,Very good
59383,"$32,540",2018,Gold/Steel,Gold/Steel,Unworn
59384,"$48,584",1997,Steel,Steel,Very good
59385,"$38,980",1998,Yellow gold,Yellow gold,Very good
59386,"$10,056",1970 ,Yellow gold,Yellow gold,Unworn
59387,"$19,799",1995 ,Yellow gold,Yellow gold,Very good
59388,"$15,807",2020 ,Steel,Gold/Steel,Very good
59389,"$15,807",2020 ,Steel,Gold/Steel,Very good
59390,"$15,807",2022 ,Steel,Gold/Steel,Very good
59391,"$15,807",2020 ,Steel,Gold/Steel,Very good
59392,"$15,807",2021 ,Steel,Steel,Very good
59393,"$15,807",2017 ,Gold/Steel,Gold/Steel,Very good
59394,"$14,451",2018 ,Steel,Steel,Very good
59395,"$14,564",2018 ,Steel,Steel,Very good
59396,"$14,564",2018 ,Steel,Steel,Very good
59397,"$14,564",2017 ,Steel,Steel,Very good
59398,"$14,564",2017 ,Steel,Steel,Very good
59399,"$14,677",2017 ,Steel,Steel,Very good
59400,"$14,677",2002 ,Steel,Steel,Very good
59401,"$14,677",2002 ,Steel,Steel,Very good
59402,"$14,677",2015 ,Steel,Steel,Very good
59403,"$14,677",2022 ,Steel,Steel,Very good
59404,"$14,677",2021 ,Steel,Steel,New
59405,"$14,903",2017 ,Steel,Steel,Very good
59406,"$14,903",2021 ,Steel,Steel,Very good
59407,"$29,995",2022,Rose gold,Leather,Very good
59408,"$43,299",2022,White gold,White gold,Very good
59409,"$32,299",2022,White gold,Rubber,Very good
59410,"$44,995",2018,Yellow gold,Yellow gold,Very good
59411,"$95,595",2023,Yellow gold,Yellow gold,Very good
59412,"$45,995",2016,Yellow gold,Yellow gold,Very good
59413,"$44,538",2022,Yellow gold,Yellow gold,Very good
59414,"$41,499",2018,Yellow gold,Rubber,Very good
59415,"$13,547",2021 ,Steel,Steel,Very good
59416,"$19,095",2021,Steel,Steel,Very good
59417,"$13,773",2020,Steel,Steel,Very good
59418,"$13,773",2021 ,Steel,Steel,Very good
59419,"$13,773",2021 ,Steel,Steel,Very good
59420,"$13,773",2021 ,Steel,Steel,Very good
59421,"$12,993",2023,Steel,Steel,New
59422,"$11,400",1954,Yellow gold,Yellow gold,Very good
59423,"$11,500",2007,Gold/Steel,Gold/Steel,Unworn
59424,"$15,500",2022,Steel,Steel,New
59425,"$12,417",2021 ,Steel,Steel,Very good
59426,"$16,629",1970 ,Steel,Steel,Good
59427,"$14,600",2023,Steel,Steel,New
59428,"$52,200",2014 ,Yellow gold,Yellow gold,Very good
59429,"$69,950",2023 ,Yellow gold,Yellow gold,New
59430,"$112,000",2023,Rose gold,Rose gold,New
59431,"$47,400",2023 ,Yellow gold,Yellow gold,New
59432,"$41,000",2022 ,Yellow gold,Rubber,New
59433,"$34,000",2009,Steel,Steel,Very good
59434,"$24,500",2023,Steel,Steel,New
59435,"$58,500",2022 ,White gold,White gold,New
59436,"$51,000",2022 ,Yellow gold,Yellow gold,New
59437,"$23,500",2022 ,Steel,Steel,New
59438,"$35,000",2009 ,Yellow gold,Yellow gold,Very good
59439,"$78,000",2022,Platinum,Platinum,New
59440,"$32,000",2016 ,Steel,Steel,Very good
59441,"$72,000",2023 ,Rose gold,Rose gold,New
59442,"$117,500",2015 ,Platinum,Platinum,Very good
59443,"$65,500",2023 ,Yellow gold,Yellow gold,New
59444,"$55,999",2013 ,Rose gold,Crocodile skin,Very good
59445,"$26,988",2021 ,Steel,Steel,Unworn
59446,"$23,950",2015 ,Steel,Steel,Very good
59447,"$48,500",2013 ,Rose gold,Crocodile skin,Very good
59448,"$34,000",2006,Steel,Steel,Very good
59449,"$55,500",2018 ,Rose gold,Rose gold,Very good
59450,"$34,500",2023 ,Steel,Steel,Very good
59451,"$24,800",2023 ,Steel,Steel,New
59452,"$72,000",2021,Yellow gold,Yellow gold,New
59453,"$42,000",2023 ,Yellow gold,Rubber,New
59454,"$36,400",2023 ,White gold,Rubber,New
59455,"$54,750",2023 ,Rose gold,Rose gold,New
59456,"$41,700",2010 ,White gold,White gold,Very good
59457,"$35,500",2020 ,Steel,Steel,Unworn
59458,"$13,000",2021,Steel,Steel,New
59459,"$11,852",2021 ,Steel,Steel,Very good
59460,"$11,852",2021 ,Steel,Steel,Very good
59461,"$11,852",2022 ,Steel,Steel,Very good
59462,"$11,852",2021 ,Steel,Steel,Very good
59463,"$11,073",2021,Steel,Steel,Very good
59464,"$14,293",2007 ,Steel,Steel,Very good
59465,"$10,451",2022,Steel,Steel,New
59466,"$11,965",2012 ,Steel,Gold/Steel,Very good
59467,"$11,965",2021 ,Steel,Steel,Very good
59468,"$11,965",2022 ,Steel,Steel,Very good
59469,"$12,992",2003,Steel,Steel,Very good
59470,"$44,500",2020,Yellow gold,Yellow gold,Very good
59471,"$110,000",2017,Platinum,Platinum,Very good
59472,"$85,000",2007,White gold,White gold,Good
59473,"$24,000",2019,Steel,Steel,Very good
59474,"$21,999",2020 ,Steel,Steel,Very good
59475,"$22,000",2016,Steel,Steel,Very good
59476,"$13,000",2022,Steel,Steel,New
59477,"$12,078",2021 ,Steel,Steel,Very good
59478,"$12,078",2021 ,Steel,Steel,Very good
59479,"$14,575",2023,Steel,Steel,Unworn
59480,"$30,250",2006,Yellow gold,Yellow gold,Very good
59481,"$36,800",2022,Yellow gold,Rubber,New
59482,"$11,061",2010 ,Steel,Gold/Steel,Very good
59483,"$11,061",2015 ,Steel,Steel,Very good
59484,Price on request,1969,Steel,Steel,Very good
59485,Price on request,1984,Steel,Steel,Very good
59486,Price on request,1978,Steel,Steel,Very good
59487,"$12,145",2019,Gold/Steel,Gold/Steel,Very good
59488,"$11,174",2022,Steel,Steel,Very good
59489,"$11,174",2021,Steel,Steel,Very good
59490,"$11,174",2005 ,Steel,Steel,Very good
59491,"$11,174",2010 ,Steel,Steel,Very good
59492,"$13,557",2006,Gold/Steel,Gold/Steel,Good
59493,"$7,949",1995 ,Steel,Gold/Steel,Very good
59494,"$12,202",2020,Steel,Steel,Very good
59495,"$11,287",2022 ,Steel,Steel,Very good
59496,"$11,287",2015 ,Steel,Steel,Very good
59497,"$11,287",2022,Steel,Steel,Unworn
59498,"$11,287",2012 ,Gold/Steel,Gold/Steel,Very good
59499,"$21,250",2016 ,Steel,Steel,Very good
59500,"$6,774",2007,Steel,Steel,Very good
59501,"$16,835",2021,Steel,Steel,Very good
59502,"$21,300",2021 ,Steel,Steel,Very good
59503,"$14,900",2009,Steel,Gold/Steel,Very good
59504,"$11,513",2003 ,Steel,Steel,Very good
59505,"$5,000",1972,Steel,Steel,Good
59506,"$4,000",1988,Gold/Steel,Gold/Steel,Good
59507,"$20,500",2022 ,Steel,Steel,New
59508,"$20,500",2014 ,Steel,Steel,Very good
59509,"$27,682",2023,Steel,Steel,Unworn
59510,"$23,727",1973,Steel,Steel,Very good
59511,"$37,274",2023,Steel,Steel,Unworn
59512,"$25,410",2011,Steel,Steel,Very good
59513,"$37,274",2023,Steel,Steel,Unworn
59514,"$13,500",2000 ,Steel,Steel,Very good
59515,"$5,648",1990 ,Yellow gold,Leather,Very good
59516,"$10,734",2012,Steel,Steel,Good
59517,"$9,931",2005 ,Steel,Steel,Very good
59518,"$9,931",2005 ,Steel,Steel,Very good
59519,"$9,931",2005 ,Steel,Steel,Very good
59520,"$9,931",2018 ,Steel,Steel,Very good
59521,"$20,000",1999 ,Yellow gold,Yellow gold,Very good
59522,"$20,000",2023 ,Gold/Steel,Gold/Steel,New
59523,"$10,044",2005 ,Steel,Steel,Very good
59524,"$10,044",2021 ,Steel,Steel,Very good
59525,"$26,665",2021,Gold/Steel,Gold/Steel,Very good
59526,"$4,745",1972,Steel,Steel,Good
59527,"$18,292",1989 ,Yellow gold,Yellow gold,Good
59528,"$12,750",2005 ,Gold/Steel,Gold/Steel,Very good
59529,"$16,495",1971,Steel,Steel,Good
59530,"$9,254",1998 ,Steel,Steel,Very good
59531,"$2,363",1987,Yellow gold,Lizard skin,Very good
59532,"$8,474",2022,Steel,Steel,New
59533,"$13,495",1990 ,Gold/Steel,Gold/Steel,Very good
59534,"$9,367",2017 ,Steel,Steel,Very good
59535,"$9,367",2022 ,Steel,Steel,Very good
59536,"$13,599",2020 ,Steel,Steel,New
59537,Price on request,2017,Gold/Steel,Gold/Steel,Very good
59538,"$21,456",2023,Steel,Steel,Unworn
59539,"$8,576",2017 ,Steel,Steel,Very good
59540,"$8,576",2021 ,Steel,Steel,Very good
59541,"$8,576",2022,Steel,Steel,New
59542,"$9,378",1999,Steel,Steel,Good
59543,Price on request,2019,Steel,Steel,Very good
59544,"$12,850",2010 ,Steel,Steel,Very good
59545,Price on request,2022 ,Rose gold,Rose gold,New
59546,"$7,992",1990 ,Steel,Steel,Very good
59547,"$18,750",2022 ,Steel,Steel,New
59548,"$9,592",2021,Steel,Steel,Very good
59549,"$8,124",2006 ,Steel,Steel,Very good
59550,"$8,124",2006 ,Steel,Steel,Very good
59551,"$8,124",2006 ,Steel,Steel,Very good
59552,"$8,124",2021 ,Steel,Steel,Very good
59553,"$18,150",2023,Steel,Steel,New
59554,"$3,615",1971 ,Steel,Steel,Good
59555,"$12,500",2021,Steel,Steel,New
59556,"$9,320",2019,Steel,Steel,Very good
59557,"$11,899",2010 ,Steel,Gold/Steel,Very good
59558,Price on request,2019 ,Steel,Steel,Very good
59559,"$11,995",2010 ,Steel,Steel,Very good
59560,Price on request,2018,Yellow gold,Yellow gold,Very good
59561,"$11,299",2010 ,Steel,Steel,New
59562,"$19,095",2022,Steel,Steel,Very good
59563,"$22,000",1999,Yellow gold,Gold/Steel,Very good
59564,"$22,500",2000 ,Yellow gold,Yellow gold,Very good
59565,"$28,500",2022,Gold/Steel,Gold/Steel,New
59566,"$37,500",2013 ,Yellow gold,Yellow gold,Very good
59567,"$22,500",2021,Steel,Steel,New
59568,"$52,500",2022,Rose gold,Rose gold,New
59569,"$56,000",2010,Rose gold,Rose gold,Very good
59570,"$47,000",2010 ,White gold,Leather,Very good
59571,"$29,500",2003,White gold,White gold,Very good
59572,"$55,000",2022,White gold,White gold,New
59573,"$29,500",2015,Gold/Steel,Gold/Steel,Very good
59574,"$25,000",2008,Yellow gold,Gold/Steel,Very good
59575,"$54,950",2022,Yellow gold,Yellow gold,New
59576,"$47,500",2022,Yellow gold,Rubber,New
59577,"$12,500",2000,Gold/Steel,Gold/Steel,Very good
59578,"$12,500",1985,Gold/Steel,Gold/Steel,Very good
59579,"$12,500",1970,White gold,Leather,Very good
59580,"$14,349",1972,Yellow gold,Yellow gold,Very good
59581,"$7,220",1994 ,Steel,Steel,Very good
59582,"$7,220",1995 ,Steel,Steel,Very good
59583,"$7,220",2000 ,Steel,Steel,Very good
59584,"$4,640",1940,Rose gold,Crocodile skin,Very good
59585,"$35,500",1979,Steel,Steel,Very good
59586,Price on request,2021 ,Yellow gold,Yellow gold,Very good
59587,"$10,425",2010,Steel,Gold/Steel,Very good
59588,"$10,425",2010,Steel,Gold/Steel,Very good
59589,"$45,900",2023,Yellow gold,Yellow gold,New
59590,"$22,400",2021 ,Gold/Steel,Gold/Steel,Very good
59591,"$92,000",2023,Yellow gold,Yellow gold,New
59592,"$6,316",1992 ,Steel,Gold/Steel,Very good
59593,"$6,316",2010 ,Steel,Steel,Very good
59594,"$6,316",1995 ,Steel,Steel,Very good
59595,Price on request,2023 ,Steel,Steel,New
59596,Price on request,2022 ,Rose gold,Rose gold,New
59597,"$7,329",1990 ,Steel,Gold/Steel,Very good
59598,"$18,417",2019,Steel,Steel,Very good
59599,"$10,329",2010,Steel,Gold/Steel,Very good
59600,"$9,745",1995 ,Steel,Gold/Steel,Very good
59601,"$10,960",2022,Steel,Steel,Unworn
59602,"$14,000",2023 ,Steel,Steel,New
59603,"$6,609",2019,Steel,Steel,Very good
59604,"$186,425",1966 ,Steel,Steel,Good
59605,"$39,544",1951 ,Yellow gold,Yellow gold,Good
59606,"$39,544",2004 ,White gold,White gold,Very good
59607,"$21,456",1980,Steel,Steel,Good
59608,"$11,327",2022,Steel,Steel,Very good
59609,"$6,666",2015,Steel,Steel,Good
59610,"$8,576",1991 ,Steel,Gold/Steel,Very good
59611,"$8,576",1986 ,Yellow gold,Yellow gold,Very good
59612,"$9,299",1950 ,Yellow gold,Leather,Good
59613,"$10,168",2002 ,White gold,Leather,Very good
59614,"$4,293",1966,Steel,Steel,Very good
59615,"$10,598",2022,Steel,Steel,Unworn
59616,"$9,425",2010,Steel,Gold/Steel,Very good
59617,"$5,186",1984 ,Steel,Steel,Very good
59618,"$5,186",1992 ,Steel,Gold/Steel,Very good
59619,"$5,186",1984 ,Steel,Steel,Very good
59620,"$9,717",2022,Steel,Steel,Very good
59621,"$11,198",2014,Steel,Steel,Good
59622,"$15,802",2018,White gold,Steel,Very good
59623,"$4,395",1992 ,Steel,Steel,Good
59624,"$11,525",1999,Steel,Steel,Very good
59625,"$55,352",2018,White gold,White gold,Very good
59626,"$29,930",1976,Steel,Steel,Very good
59627,"$4,395",1980 ,Steel,Steel,Very good
59628,"$4,395",1977 ,Steel,Steel,Very good
59629,"$4,395",1977 ,Steel,Steel,Very good
59630,"$14,500",2002,Steel,Steel,Good
59631,"$14,500",2018 ,Steel,Steel,Very good
59632,"$14,500",2019 ,Steel,Gold/Steel,Very good
59633,"$14,500",2002 ,Steel,Steel,Very good
59634,"$4,508",1970 ,Steel,Steel,Very good
59635,"$4,508",1992 ,Steel,Gold/Steel,Very good
59636,"$4,508",1995 ,Steel,Steel,Very good
59637,"$8,829",1990 ,Steel,Gold/Steel,Very good
59638,"$8,850",1990 ,Steel,Gold/Steel,Very good
59639,"$10,056",2022,Steel,Steel,Unworn
59640,"$6,994",1988 ,Steel,Gold/Steel,Very good
59641,"$6,994",1991 ,Steel,Steel,Very good
59642,"$6,500",1964 ,Gold/Steel,Calf skin,Good
59643,"$6,500",1968,Steel,Gold/Steel,Good
59644,"$7,822",1990 ,Steel,Steel,Very good
59645,"$7,829",1990 ,Steel,Gold/Steel,Very good
59646,"$7,849",1995 ,Steel,Gold/Steel,Very good
59647,"$7,850",1990 ,Steel,Gold/Steel,Very good
59648,"$7,890",1990 ,Steel,Gold/Steel,Very good
59649,"$7,895",1990 ,Steel,Gold/Steel,Very good
59650,"$7,945",1995 ,Steel,Gold/Steel,Very good
59651,"$7,949",1990 ,Steel,Gold/Steel,Very good
59652,Price on request,2022 ,Gold/Steel,Gold/Steel,New
59653,"$7,985",1990 ,Gold/Steel,Gold/Steel,Very good
59654,"$7,333",2005 ,Steel,Steel,Very good
59655,"$8,075",2018 ,Steel,Steel,Very good
59656,"$6,799",1990 ,Steel,Gold/Steel,Very good
59657,"$6,825",1990 ,Steel,Steel,Very good
59658,"$6,849",1995 ,Steel,Gold/Steel,Very good
59659,"$17,500",1990 ,Yellow gold,Yellow gold,Very good
59660,"$6,090",1990 ,Gold/Steel,Gold/Steel,Very good
59661,"$6,895",1980 ,Steel,Steel,Very good
59662,"$6,895",1990 ,Steel,Steel,Very good
59663,"$6,899",1980 ,Steel,Steel,Very good
59664,"$6,899",1990 ,Steel,Steel,Very good
59665,"$6,928",1990 ,Steel,Gold/Steel,Very good
59666,"$6,950",1990 ,Steel,Gold/Steel,Very good
59667,"$6,995",1990 ,Steel,Steel,Very good
59668,"$6,995",1990 ,Steel,Steel,Very good
59669,"$8,417",2021,Steel,Steel,Very good
59670,"$7,125",1990 ,Steel,Gold/Steel,Very good
59671,"$9,943",2017,Steel,Steel,Very good
59672,"$18,021",2018,Gold/Steel,Gold/Steel,Very good
59673,"$7,185",1980 ,Steel,Gold/Steel,Very good
59674,"$7,215",1990 ,Steel,Gold/Steel,Very good
59675,"$24,046",2022,Gold/Steel,Gold/Steel,New
59676,"$5,186",1992 ,Gold/Steel,Gold/Steel,Very good
59677,"$8,813",2003,Steel,Steel,Very good
59678,"$31,998",2021,Steel,Steel,Very good
59679,"$5,299",1971 ,Gold/Steel,Leather,Very good
59680,"$7,200",2007,Steel,Steel,Very good
59681,"$5,412",1987 ,Steel,Gold/Steel,Very good
59682,"$12,100",1995 ,Yellow gold,Yellow gold,Very good
59683,"$17,950",1998,Gold/Steel,Gold/Steel,Good
59684,"$4,825",1990 ,Steel,Gold/Steel,Very good
59685,"$4,825",1990 ,Steel,Gold/Steel,Very good
59686,"$4,825",1990 ,Steel,Gold/Steel,Very good
59687,"$4,995",1990 ,Steel,Steel,Very good
59688,"$4,995",2000 ,Steel,Steel,Very good
59689,"$10,800",2022,Steel,Steel,New
59690,"$5,100",1990 ,Steel,Gold/Steel,Very good
59691,"$5,150",1990 ,Steel,Steel,Very good
59692,"$4,395",1987 ,Gold/Steel,Gold/Steel,Very good
59693,"$4,395",1972 ,Steel,Steel,Very good
59694,"$5,210",1990 ,Steel,Steel,Very good
59695,"$5,220",1990 ,Steel,Gold/Steel,Very good
59696,"$14,575",2019,Steel,Steel,Very good
59697,"$51,950",2016 ,Rose gold,Rose gold,Fair
59698,"$64,950",2022 ,Rose gold,Rose gold,Unworn
59699,"$47,650",2021 ,Yellow gold,Yellow gold,Fair
59700,"$35,450",2022 ,Steel,Steel,Unworn
59701,"$47,450",2021 ,Yellow gold,Yellow gold,Fair
59702,"$87,950",2021 ,Platinum,Platinum,Unworn
59703,"$59,950",2022 ,Rose gold,Rubber,Unworn
59704,"$45,250",2021 ,Rose gold,Rubber,Fair
59705,"$59,950",2015 ,Rose gold,Rose gold,Unworn
59706,"$22,450",2022 ,Gold/Steel,Gold/Steel,Unworn
59707,"$36,940",2018 ,White gold,White gold,Unworn
59708,"$24,920",2022 ,Gold/Steel,Gold/Steel,Unworn
59709,"$54,990",2017 ,Rose gold,Rose gold,Unworn
59710,"$169,450",2022 ,Platinum,Platinum,Unworn
59711,"$118,000",2022 ,Yellow gold,Yellow gold,Unworn
59712,"$138,450",2022 ,Rose gold,Rubber,Unworn
59713,"$58,150",2023,Rose gold,Rubber,Unworn
59714,"$53,990",2022 ,Yellow gold,Yellow gold,Unworn
59715,"$59,950",2019 ,Rose gold,Rose gold,Unworn
59716,"$49,450",2021 ,Rose gold,Rubber,Unworn
59717,"$552,420",2021 ,Rose gold,Rose gold,Unworn
59718,"$28,450",2023,Gold/Steel,Gold/Steel,Unworn
